_time,_value,_measurement,_field
2022-07-14 18:00:18.240,84.59,mqtt_consumer,Kettle
2022-07-14 19:00:18.240,65.13,mqtt_consumer,Kettle
2022-07-14 20:00:18.240,69.56,mqtt_consumer,Kettle
2022-07-14 21:00:18.240,51.45,mqtt_consumer,Kettle
2022-07-14 22:00:18.240,11.59,mqtt_consumer,Kettle
2022-07-14 23:00:18.240,52.59,mqtt_consumer,Kettle
2022-07-15 00:00:18.240,59.44,mqtt_consumer,Kettle
2022-07-15 01:00:18.240,24.52,mqtt_consumer,Kettle
2022-07-15 02:00:18.240,29.67,mqtt_consumer,Kettle
2022-07-15 03:00:18.240,41.51,mqtt_consumer,Kettle
2022-07-15 04:00:18.240,30.36,mqtt_consumer,Kettle
2022-07-15 05:00:18.240,68.74,mqtt_consumer,Kettle
2022-07-15 06:00:18.240,9.41,mqtt_consumer,Kettle
2022-07-15 07:00:18.240,65.53,mqtt_consumer,Kettle
2022-07-15 08:00:18.240,14.05,mqtt_consumer,Kettle
2022-07-15 09:00:18.240,28.22,mqtt_consumer,Kettle
2022-07-15 10:00:18.240,78.79,mqtt_consumer,Kettle
2022-07-15 11:00:18.240,28.79,mqtt_consumer,Kettle
2022-07-15 12:00:18.240,5.78,mqtt_consumer,Kettle
2022-07-15 13:00:18.240,20.94,mqtt_consumer,Kettle
2022-07-15 14:00:18.240,68.78,mqtt_consumer,Kettle
2022-07-15 15:00:18.240,52.96,mqtt_consumer,Kettle
2022-07-15 16:00:18.240,94.84,mqtt_consumer,Kettle
2022-07-15 17:00:18.240,76.14,mqtt_consumer,Kettle
2022-07-15 18:00:18.240,54.46,mqtt_consumer,Kettle
2022-07-15 19:00:18.240,96.47,mqtt_consumer,Kettle
2022-07-15 20:00:18.240,81.36,mqtt_consumer,Kettle
2022-07-15 21:00:18.240,86.19,mqtt_consumer,Kettle
2022-07-15 22:00:18.240,13.15,mqtt_consumer,Kettle
2022-07-15 23:00:18.240,17.27,mqtt_consumer,Kettle
2022-07-16 00:00:18.240,74.63,mqtt_consumer,Kettle
2022-07-16 01:00:18.240,97.39,mqtt_consumer,Kettle
2022-07-16 02:00:18.240,20.68,mqtt_consumer,Kettle
2022-07-16 03:00:18.240,92.29,mqtt_consumer,Kettle
2022-07-16 04:00:18.240,89.5,mqtt_consumer,Kettle
2022-07-16 05:00:18.240,28.27,mqtt_consumer,Kettle
2022-07-16 06:00:18.240,92.23,mqtt_consumer,Kettle
2022-07-16 07:00:18.240,25.43,mqtt_consumer,Kettle
2022-07-16 08:00:18.240,10.71,mqtt_consumer,Kettle
2022-07-16 09:00:18.240,87.77,mqtt_consumer,Kettle
2022-07-16 10:00:18.240,34.45,mqtt_consumer,Kettle
2022-07-16 11:00:18.240,34.28,mqtt_consumer,Kettle
2022-07-16 12:00:18.240,99.38,mqtt_consumer,Kettle
2022-07-16 13:00:18.240,91.13,mqtt_consumer,Kettle
2022-07-16 14:00:18.240,65.94,mqtt_consumer,Kettle
2022-07-16 15:00:18.240,95.16,mqtt_consumer,Kettle
2022-07-16 16:00:18.240,12.29,mqtt_consumer,Kettle
2022-07-16 17:00:18.240,34.51,mqtt_consumer,Kettle
2022-07-16 18:00:18.240,68.17,mqtt_consumer,Kettle
2022-07-16 19:00:18.240,54.65,mqtt_consumer,Kettle
2022-07-16 20:00:18.240,58.78,mqtt_consumer,Kettle
2022-07-16 21:00:18.240,36.81,mqtt_consumer,Kettle
2022-07-16 22:00:18.240,88.4,mqtt_consumer,Kettle
2022-07-16 23:00:18.240,31.45,mqtt_consumer,Kettle
2022-07-17 00:00:18.240,6.63,mqtt_consumer,Kettle
2022-07-17 01:00:18.240,81.49,mqtt_consumer,Kettle
2022-07-17 02:00:18.240,57.75,mqtt_consumer,Kettle
2022-07-17 03:00:18.240,96.04,mqtt_consumer,Kettle
2022-07-17 04:00:18.240,41.08,mqtt_consumer,Kettle
2022-07-17 05:00:18.240,90,mqtt_consumer,Kettle
2022-07-17 06:00:18.240,46.99,mqtt_consumer,Kettle
2022-07-17 07:00:18.240,74.63,mqtt_consumer,Kettle
2022-07-17 08:00:18.240,11.52,mqtt_consumer,Kettle
2022-07-17 09:00:18.240,9.9,mqtt_consumer,Kettle
2022-07-17 10:00:18.240,39.94,mqtt_consumer,Kettle
2022-07-17 11:00:18.240,62.7,mqtt_consumer,Kettle
2022-07-17 12:00:18.240,40.44,mqtt_consumer,Kettle
2022-07-17 13:00:18.240,97.47,mqtt_consumer,Kettle
2022-07-17 14:00:18.240,60.9,mqtt_consumer,Kettle
2022-07-17 15:00:18.240,93.76,mqtt_consumer,Kettle
2022-07-17 16:00:18.240,61.19,mqtt_consumer,Kettle
2022-07-17 17:00:18.240,91.35,mqtt_consumer,Kettle
2022-07-17 18:00:18.240,13.62,mqtt_consumer,Kettle
2022-07-17 19:00:18.240,24.53,mqtt_consumer,Kettle
2022-07-17 20:00:18.240,2.16,mqtt_consumer,Kettle
2022-07-17 21:00:18.240,3.73,mqtt_consumer,Kettle
2022-07-17 22:00:18.240,8.86,mqtt_consumer,Kettle
2022-07-17 23:00:18.240,38.1,mqtt_consumer,Kettle
2022-07-18 00:00:18.240,20.72,mqtt_consumer,Kettle
2022-07-18 01:00:18.240,19.54,mqtt_consumer,Kettle
2022-07-18 02:00:18.240,50.84,mqtt_consumer,Kettle
2022-07-18 03:00:18.240,78.44,mqtt_consumer,Kettle
2022-07-18 04:00:18.240,36.76,mqtt_consumer,Kettle
2022-07-18 05:00:18.240,21.39,mqtt_consumer,Kettle
2022-07-18 06:00:18.240,68.02,mqtt_consumer,Kettle
2022-07-18 07:00:18.240,59.06,mqtt_consumer,Kettle
2022-07-18 08:00:18.240,64.68,mqtt_consumer,Kettle
2022-07-18 09:00:18.240,64.78,mqtt_consumer,Kettle
2022-07-18 10:00:18.240,20.15,mqtt_consumer,Kettle
2022-07-18 11:00:18.240,12.77,mqtt_consumer,Kettle
2022-07-18 12:00:18.240,38.02,mqtt_consumer,Kettle
2022-07-18 13:00:18.240,55.8,mqtt_consumer,Kettle
2022-07-18 14:00:18.240,5.57,mqtt_consumer,Kettle
2022-07-18 15:00:18.240,66.68,mqtt_consumer,Kettle
2022-07-18 16:00:18.240,62.87,mqtt_consumer,Kettle
2022-07-18 17:00:18.240,22.06,mqtt_consumer,Kettle
2022-07-18 18:00:18.240,55.25,mqtt_consumer,Kettle
2022-07-18 19:00:18.240,59.06,mqtt_consumer,Kettle
2022-07-18 20:00:18.240,48.01,mqtt_consumer,Kettle
2022-07-18 21:00:18.240,28.33,mqtt_consumer,Kettle
2022-07-18 22:00:18.240,93.04,mqtt_consumer,Kettle
2022-07-18 23:00:18.240,12.45,mqtt_consumer,Kettle
2022-07-19 00:00:18.240,43.41,mqtt_consumer,Kettle
2022-07-19 01:00:18.240,14.84,mqtt_consumer,Kettle
2022-07-19 02:00:18.240,49.76,mqtt_consumer,Kettle
2022-07-19 03:00:18.240,93.57,mqtt_consumer,Kettle
2022-07-19 04:00:18.240,16.14,mqtt_consumer,Kettle
2022-07-19 05:00:18.240,94.71,mqtt_consumer,Kettle
2022-07-19 06:00:18.240,62.1,mqtt_consumer,Kettle
2022-07-19 07:00:18.240,96.61,mqtt_consumer,Kettle
2022-07-19 08:00:18.240,26.03,mqtt_consumer,Kettle
2022-07-19 09:00:18.240,1.32,mqtt_consumer,Kettle
2022-07-19 10:00:18.240,28.13,mqtt_consumer,Kettle
2022-07-19 11:00:18.240,7.05,mqtt_consumer,Kettle
2022-07-19 12:00:18.240,88.73,mqtt_consumer,Kettle
2022-07-19 13:00:18.240,31.81,mqtt_consumer,Kettle
2022-07-19 14:00:18.240,7.62,mqtt_consumer,Kettle
2022-07-19 15:00:18.240,87.18,mqtt_consumer,Kettle
2022-07-19 16:00:18.240,83.57,mqtt_consumer,Kettle
2022-07-19 17:00:18.240,88.9,mqtt_consumer,Kettle
2022-07-19 18:00:18.240,94.11,mqtt_consumer,Kettle
2022-07-19 19:00:18.240,35.12,mqtt_consumer,Kettle
2022-07-19 20:00:18.240,80.1,mqtt_consumer,Kettle
2022-07-19 21:00:18.240,81.4,mqtt_consumer,Kettle
2022-07-19 22:00:18.240,79.38,mqtt_consumer,Kettle
2022-07-19 23:00:18.240,96.6,mqtt_consumer,Kettle
2022-07-20 00:00:18.240,9.63,mqtt_consumer,Kettle
2022-07-20 01:00:18.240,5.55,mqtt_consumer,Kettle
2022-07-20 02:00:18.240,67.48,mqtt_consumer,Kettle
2022-07-20 03:00:18.240,54.61,mqtt_consumer,Kettle
2022-07-20 04:00:18.240,12.37,mqtt_consumer,Kettle
2022-07-20 05:00:18.240,22.74,mqtt_consumer,Kettle
2022-07-20 06:00:18.240,57.73,mqtt_consumer,Kettle
2022-07-20 07:00:18.240,80.61,mqtt_consumer,Kettle
2022-07-20 08:00:18.240,61.91,mqtt_consumer,Kettle
2022-07-20 09:00:18.240,60.76,mqtt_consumer,Kettle
2022-07-20 10:00:18.240,55.5,mqtt_consumer,Kettle
2022-07-20 11:00:18.240,51.81,mqtt_consumer,Kettle
2022-07-20 12:00:18.240,67.34,mqtt_consumer,Kettle
2022-07-20 13:00:18.240,53.59,mqtt_consumer,Kettle
2022-07-20 14:00:18.240,96.87,mqtt_consumer,Kettle
2022-07-20 15:00:18.240,4.44,mqtt_consumer,Kettle
2022-07-20 16:00:18.240,55.76,mqtt_consumer,Kettle
2022-07-20 17:00:18.240,49.14,mqtt_consumer,Kettle
2022-07-20 18:00:18.240,84.76,mqtt_consumer,Kettle
2022-07-20 19:00:18.240,75.48,mqtt_consumer,Kettle
2022-07-20 20:00:18.240,96.65,mqtt_consumer,Kettle
2022-07-20 21:00:18.240,16.85,mqtt_consumer,Kettle
2022-07-20 22:00:18.240,37.76,mqtt_consumer,Kettle
2022-07-20 23:00:18.240,32.65,mqtt_consumer,Kettle
2022-07-21 00:00:18.240,22.59,mqtt_consumer,Kettle
2022-07-21 01:00:18.240,64.71,mqtt_consumer,Kettle
2022-07-21 02:00:18.240,92.78,mqtt_consumer,Kettle
2022-07-21 03:00:18.240,41.09,mqtt_consumer,Kettle
2022-07-21 04:00:18.240,16.48,mqtt_consumer,Kettle
2022-07-21 05:00:18.240,54.09,mqtt_consumer,Kettle
2022-07-21 06:00:18.240,24.87,mqtt_consumer,Kettle
2022-07-21 07:00:18.240,60.59,mqtt_consumer,Kettle
2022-07-21 08:00:18.240,84.13,mqtt_consumer,Kettle
2022-07-21 09:00:18.240,34.29,mqtt_consumer,Kettle
2022-07-21 10:00:18.240,88.09,mqtt_consumer,Kettle
2022-07-21 11:00:18.240,74.54,mqtt_consumer,Kettle
2022-07-21 12:00:18.240,36.1,mqtt_consumer,Kettle
2022-07-21 13:00:18.240,47.05,mqtt_consumer,Kettle
2022-07-21 14:00:18.240,76.23,mqtt_consumer,Kettle
2022-07-21 15:00:18.240,37.01,mqtt_consumer,Kettle
2022-07-21 16:00:18.240,82.65,mqtt_consumer,Kettle
2022-07-21 17:00:18.240,93.3,mqtt_consumer,Kettle
2022-07-21 18:00:18.240,4.98,mqtt_consumer,Kettle
2022-07-21 19:00:18.240,4.96,mqtt_consumer,Kettle
2022-07-21 20:00:18.240,49.12,mqtt_consumer,Kettle
2022-07-21 21:00:18.240,14.51,mqtt_consumer,Kettle
2022-07-21 22:00:18.240,16.99,mqtt_consumer,Kettle
2022-07-21 23:00:18.240,16.47,mqtt_consumer,Kettle
2022-07-22 00:00:18.240,74.54,mqtt_consumer,Kettle
2022-07-22 01:00:18.240,11.39,mqtt_consumer,Kettle
2022-07-22 02:00:18.240,22.36,mqtt_consumer,Kettle
2022-07-22 03:00:18.240,78.4,mqtt_consumer,Kettle
2022-07-22 04:00:18.240,63.05,mqtt_consumer,Kettle
2022-07-22 05:00:18.240,99.43,mqtt_consumer,Kettle
2022-07-22 06:00:18.240,59.09,mqtt_consumer,Kettle
2022-07-22 07:00:18.240,58.47,mqtt_consumer,Kettle
2022-07-22 08:00:18.240,26.78,mqtt_consumer,Kettle
2022-07-22 09:00:18.240,26.66,mqtt_consumer,Kettle
2022-07-22 10:00:18.240,39.46,mqtt_consumer,Kettle
2022-07-22 11:00:18.240,54.1,mqtt_consumer,Kettle
2022-07-22 12:00:18.240,32.75,mqtt_consumer,Kettle
2022-07-22 13:00:18.240,46.47,mqtt_consumer,Kettle
2022-07-22 14:00:18.240,55.64,mqtt_consumer,Kettle
2022-07-22 15:00:18.240,67.53,mqtt_consumer,Kettle
2022-07-22 16:00:18.240,59.91,mqtt_consumer,Kettle
2022-07-22 17:00:18.240,86.01,mqtt_consumer,Kettle
2022-07-22 18:00:18.240,23.59,mqtt_consumer,Kettle
2022-07-22 19:00:18.240,81.54,mqtt_consumer,Kettle
2022-07-22 20:00:18.240,89.1,mqtt_consumer,Kettle
2022-07-22 21:00:18.240,73.09,mqtt_consumer,Kettle
2022-07-22 22:00:18.240,27.31,mqtt_consumer,Kettle
2022-07-22 23:00:18.240,37.29,mqtt_consumer,Kettle
2022-07-23 00:00:18.240,95.27,mqtt_consumer,Kettle
2022-07-23 01:00:18.240,52.93,mqtt_consumer,Kettle
2022-07-23 02:00:18.240,26.83,mqtt_consumer,Kettle
2022-07-23 03:00:18.240,90.49,mqtt_consumer,Kettle
2022-07-23 04:00:18.240,50.55,mqtt_consumer,Kettle
2022-07-23 05:00:18.240,95.28,mqtt_consumer,Kettle
2022-07-23 06:00:18.240,1.38,mqtt_consumer,Kettle
2022-07-23 07:00:18.240,27.28,mqtt_consumer,Kettle
2022-07-23 08:00:18.240,87.73,mqtt_consumer,Kettle
2022-07-23 09:00:18.240,30.95,mqtt_consumer,Kettle
2022-07-23 10:00:18.240,98.83,mqtt_consumer,Kettle
2022-07-23 11:00:18.240,37.34,mqtt_consumer,Kettle
2022-07-23 12:00:18.240,39.06,mqtt_consumer,Kettle
2022-07-23 13:00:18.240,71.18,mqtt_consumer,Kettle
2022-07-23 14:00:18.240,56.18,mqtt_consumer,Kettle
2022-07-23 15:00:18.240,4.12,mqtt_consumer,Kettle
2022-07-23 16:00:18.240,7.42,mqtt_consumer,Kettle
2022-07-23 17:00:18.240,33.7,mqtt_consumer,Kettle
2022-07-23 18:00:18.240,95.47,mqtt_consumer,Kettle
2022-07-23 19:00:18.240,98.95,mqtt_consumer,Kettle
2022-07-23 20:00:18.240,4.2,mqtt_consumer,Kettle
2022-07-23 21:00:18.240,56.04,mqtt_consumer,Kettle
2022-07-23 22:00:18.240,0.5,mqtt_consumer,Kettle
2022-07-23 23:00:18.240,42.88,mqtt_consumer,Kettle
2022-07-24 00:00:18.240,37.7,mqtt_consumer,Kettle
2022-07-24 01:00:18.240,36.57,mqtt_consumer,Kettle
2022-07-24 02:00:18.240,6.54,mqtt_consumer,Kettle
2022-07-24 03:00:18.240,22,mqtt_consumer,Kettle
2022-07-24 04:00:18.240,8.91,mqtt_consumer,Kettle
2022-07-24 05:00:18.240,16.9,mqtt_consumer,Kettle
2022-07-24 06:00:18.240,38.76,mqtt_consumer,Kettle
2022-07-24 07:00:18.240,37.54,mqtt_consumer,Kettle
2022-07-24 08:00:18.240,70.78,mqtt_consumer,Kettle
2022-07-24 09:00:18.240,92.07,mqtt_consumer,Kettle
2022-07-24 10:00:18.240,42.96,mqtt_consumer,Kettle
2022-07-24 11:00:18.240,77.66,mqtt_consumer,Kettle
2022-07-24 12:00:18.240,71.72,mqtt_consumer,Kettle
2022-07-24 13:00:18.240,45.11,mqtt_consumer,Kettle
2022-07-24 14:00:18.240,0.33,mqtt_consumer,Kettle
2022-07-24 15:00:18.240,69.19,mqtt_consumer,Kettle
2022-07-24 16:00:18.240,68.48,mqtt_consumer,Kettle
2022-07-24 17:00:18.240,79.02,mqtt_consumer,Kettle
2022-07-24 18:00:18.240,82.26,mqtt_consumer,Kettle
2022-07-24 19:00:18.240,71,mqtt_consumer,Kettle
2022-07-24 20:00:18.240,71.77,mqtt_consumer,Kettle
2022-07-24 21:00:18.240,26.09,mqtt_consumer,Kettle
2022-07-24 22:00:18.240,40.65,mqtt_consumer,Kettle
2022-07-24 23:00:18.240,14.41,mqtt_consumer,Kettle
2022-07-25 00:00:18.240,38.56,mqtt_consumer,Kettle
2022-07-25 01:00:18.240,5.25,mqtt_consumer,Kettle
2022-07-25 02:00:18.240,66.31,mqtt_consumer,Kettle
2022-07-25 03:00:18.240,98.92,mqtt_consumer,Kettle
2022-07-25 04:00:18.240,2.48,mqtt_consumer,Kettle
2022-07-25 05:00:18.240,50.84,mqtt_consumer,Kettle
2022-07-25 06:00:18.240,23.07,mqtt_consumer,Kettle
2022-07-25 07:00:18.240,90.12,mqtt_consumer,Kettle
2022-07-25 08:00:18.240,44.35,mqtt_consumer,Kettle
2022-07-25 09:00:18.240,42.88,mqtt_consumer,Kettle
2022-07-25 10:00:18.240,22.73,mqtt_consumer,Kettle
2022-07-25 11:00:18.240,72.27,mqtt_consumer,Kettle
2022-07-25 12:00:18.240,75.53,mqtt_consumer,Kettle
2022-07-25 13:00:18.240,54.26,mqtt_consumer,Kettle
2022-07-25 14:00:18.240,16.4,mqtt_consumer,Kettle
2022-07-25 15:00:18.240,17.44,mqtt_consumer,Kettle
2022-07-25 16:00:18.240,14.41,mqtt_consumer,Kettle
2022-07-25 17:00:18.240,7.73,mqtt_consumer,Kettle
2022-07-25 18:00:18.240,31.2,mqtt_consumer,Kettle
2022-07-25 19:00:18.240,64.31,mqtt_consumer,Kettle
2022-07-25 20:00:18.240,10.64,mqtt_consumer,Kettle
2022-07-25 21:00:18.240,73.96,mqtt_consumer,Kettle
2022-07-25 22:00:18.240,53.44,mqtt_consumer,Kettle
2022-07-25 23:00:18.240,21.26,mqtt_consumer,Kettle
2022-07-26 00:00:18.240,60.12,mqtt_consumer,Kettle
2022-07-26 01:00:18.240,24.06,mqtt_consumer,Kettle
2022-07-26 02:00:18.240,38.02,mqtt_consumer,Kettle
2022-07-26 03:00:18.240,25.6,mqtt_consumer,Kettle
2022-07-26 04:00:18.240,53.8,mqtt_consumer,Kettle
2022-07-26 05:00:18.240,85.41,mqtt_consumer,Kettle
2022-07-26 06:00:18.240,86.37,mqtt_consumer,Kettle
2022-07-26 07:00:18.240,9.08,mqtt_consumer,Kettle
2022-07-26 08:00:18.240,55.81,mqtt_consumer,Kettle
2022-07-26 09:00:18.240,70.62,mqtt_consumer,Kettle
2022-07-26 10:00:18.240,94.34,mqtt_consumer,Kettle
2022-07-26 11:00:18.240,90.78,mqtt_consumer,Kettle
2022-07-26 12:00:18.240,26.16,mqtt_consumer,Kettle
2022-07-26 13:00:18.240,12.35,mqtt_consumer,Kettle
2022-07-26 14:00:18.240,89.57,mqtt_consumer,Kettle
2022-07-26 15:00:18.240,25.37,mqtt_consumer,Kettle
2022-07-26 16:00:18.240,48.4,mqtt_consumer,Kettle
2022-07-26 17:00:18.240,2.85,mqtt_consumer,Kettle
2022-07-26 18:00:18.240,61.21,mqtt_consumer,Kettle
2022-07-26 19:00:18.240,8.08,mqtt_consumer,Kettle
2022-07-26 20:00:18.240,0.28,mqtt_consumer,Kettle
2022-07-26 21:00:18.240,72.93,mqtt_consumer,Kettle
2022-07-26 22:00:18.240,63.18,mqtt_consumer,Kettle
2022-07-26 23:00:18.240,34.23,mqtt_consumer,Kettle
2022-07-27 00:00:18.240,78.76,mqtt_consumer,Kettle
2022-07-27 01:00:18.240,52.49,mqtt_consumer,Kettle
2022-07-27 02:00:18.240,55.65,mqtt_consumer,Kettle
2022-07-27 03:00:18.240,11.85,mqtt_consumer,Kettle
2022-07-27 04:00:18.240,0.64,mqtt_consumer,Kettle
2022-07-27 05:00:18.240,66.76,mqtt_consumer,Kettle
2022-07-27 06:00:18.240,37.36,mqtt_consumer,Kettle
2022-07-27 07:00:18.240,73.46,mqtt_consumer,Kettle
2022-07-27 08:00:18.240,58.04,mqtt_consumer,Kettle
2022-07-27 09:00:18.240,93.86,mqtt_consumer,Kettle
2022-07-27 10:00:18.240,16.4,mqtt_consumer,Kettle
2022-07-27 11:00:18.240,95.31,mqtt_consumer,Kettle
2022-07-27 12:00:18.240,60.92,mqtt_consumer,Kettle
2022-07-27 13:00:18.240,24.71,mqtt_consumer,Kettle
2022-07-27 14:00:18.240,15.1,mqtt_consumer,Kettle
2022-07-27 15:00:18.240,37.2,mqtt_consumer,Kettle
2022-07-27 16:00:18.240,51.01,mqtt_consumer,Kettle
2022-07-27 17:00:18.240,87.56,mqtt_consumer,Kettle
2022-07-27 18:00:18.240,67.45,mqtt_consumer,Kettle
2022-07-27 19:00:18.240,73.69,mqtt_consumer,Kettle
2022-07-27 20:00:18.240,9.97,mqtt_consumer,Kettle
2022-07-27 21:00:18.240,27.71,mqtt_consumer,Kettle
2022-07-27 22:00:18.240,30.31,mqtt_consumer,Kettle
2022-07-27 23:00:18.240,0.96,mqtt_consumer,Kettle
2022-07-28 00:00:18.240,45.9,mqtt_consumer,Kettle
2022-07-28 01:00:18.240,13.36,mqtt_consumer,Kettle
2022-07-28 02:00:18.240,18.07,mqtt_consumer,Kettle
2022-07-28 03:00:18.240,53.45,mqtt_consumer,Kettle
2022-07-28 04:00:18.240,70.15,mqtt_consumer,Kettle
2022-07-28 05:00:18.240,68.07,mqtt_consumer,Kettle
2022-07-28 06:00:18.240,88.17,mqtt_consumer,Kettle
2022-07-28 07:00:18.240,86.8,mqtt_consumer,Kettle
2022-07-28 08:00:18.240,83.95,mqtt_consumer,Kettle
2022-07-28 09:00:18.240,62.08,mqtt_consumer,Kettle
2022-07-28 10:00:18.240,73.6,mqtt_consumer,Kettle
2022-07-28 11:00:18.240,50.97,mqtt_consumer,Kettle
2022-07-28 12:00:18.240,73.57,mqtt_consumer,Kettle
2022-07-28 13:00:18.240,39.85,mqtt_consumer,Kettle
2022-07-28 14:00:18.240,5.41,mqtt_consumer,Kettle
2022-07-28 15:00:18.240,78.41,mqtt_consumer,Kettle
2022-07-28 16:00:18.240,35.73,mqtt_consumer,Kettle
2022-07-28 17:00:18.240,37.66,mqtt_consumer,Kettle
2022-07-28 18:00:18.240,25.97,mqtt_consumer,Kettle
2022-07-28 19:00:18.240,98.79,mqtt_consumer,Kettle
2022-07-28 20:00:18.240,93.99,mqtt_consumer,Kettle
2022-07-28 21:00:18.240,95.52,mqtt_consumer,Kettle
2022-07-28 22:00:18.240,77.36,mqtt_consumer,Kettle
2022-07-28 23:00:18.240,46.82,mqtt_consumer,Kettle
2022-07-29 00:00:18.240,65.49,mqtt_consumer,Kettle
2022-07-29 01:00:18.240,9.01,mqtt_consumer,Kettle
2022-07-29 02:00:18.240,47.84,mqtt_consumer,Kettle
2022-07-29 03:00:18.240,34.21,mqtt_consumer,Kettle
2022-07-29 04:00:18.240,61.23,mqtt_consumer,Kettle
2022-07-29 05:00:18.240,64.84,mqtt_consumer,Kettle
2022-07-29 06:00:18.240,17.03,mqtt_consumer,Kettle
2022-07-29 07:00:18.240,73.99,mqtt_consumer,Kettle
2022-07-29 08:00:18.240,55.27,mqtt_consumer,Kettle
2022-07-29 09:00:18.240,58.06,mqtt_consumer,Kettle
2022-07-29 10:00:18.240,2.93,mqtt_consumer,Kettle
2022-07-29 11:00:18.240,11.49,mqtt_consumer,Kettle
2022-07-29 12:00:18.240,27.78,mqtt_consumer,Kettle
2022-07-29 13:00:18.240,56.58,mqtt_consumer,Kettle
2022-07-29 14:00:18.240,31.4,mqtt_consumer,Kettle
2022-07-29 15:00:18.240,52.3,mqtt_consumer,Kettle
2022-07-29 16:00:18.240,57.33,mqtt_consumer,Kettle
2022-07-29 17:00:18.240,14.09,mqtt_consumer,Kettle
2022-07-29 18:00:18.240,64.24,mqtt_consumer,Kettle
2022-07-29 19:00:18.240,30.22,mqtt_consumer,Kettle
2022-07-29 20:00:18.240,80.45,mqtt_consumer,Kettle
2022-07-29 21:00:18.240,5.45,mqtt_consumer,Kettle
2022-07-29 22:00:18.240,12.31,mqtt_consumer,Kettle
2022-07-29 23:00:18.240,54.8,mqtt_consumer,Kettle
2022-07-30 00:00:18.240,23.07,mqtt_consumer,Kettle
